Fecha,Precio USD
2025-08-03 08:11:47,113572.16762136371
2025-08-03 08:11:58,113572.16762136371
2025-08-03 08:12:08,113555.9678002578
2025-08-03 08:12:18,113555.9678002578
2025-08-03 08:12:29,113555.9678002578
2025-08-03 08:12:39,113555.9678002578
